text,label
"No treatment indicated for [ENTITY]pneumonia[/ENTITY] as differentials point towards bronchitis, and the patient's condition is stable on room air.",Absent
"High concern for recurrent [ENTITY]cranial pain[/ENTITY] if hypertension spikes, advised to manage BP aggressively.",Hypothetical
"The patient's [ENTITY]delirium[/ENTITY] is being closely monitored, with daily assessments of mental status and adjustments to the sedation protocol as needed.",Present
"The incision appears clean, but we will watch for any inflammatory response that could manifest as a persistent [ENTITY]fever[/ENTITY].",Hypothetical
Patient's condition deteriorated due to severe [ENTITY]bleeding[/ENTITY] with hemodynamic instability requiring multiple transfusions.,Present
"H/O acute coronary syndrome (ACS, unstable angina, coronary ischemia)    Assessment:    Known hx of  [entity] CAD [entity] , prior CABG, Prior stent/PTCA, bp 131/60, hr 66 sr, pt    intubated electively for severe PTSD    Action:    Angio site clean dry intact no bleeding from site, pt received lasix    80mg and acetylcysteine 600mg creat pre procedure 1.",Present
[entity] Raynaud's disease [entity] .,Present
"Musculoskeletal: Patient demonstrating improved mobility, no signs of muscle weakness or respiratory compromise; no [ENTITY]agonal breathing[/ENTITY] observed at any time.",Absent
"While considering possible medication side effects, there's been no manifestation of [ENTITY]gastric upset[/ENTITY] since the start of therapy.",Absent
Was monitored on Tele in the CCU and then on the floor but no  [entity] signficiant arrhythmias [entity]  noted.,Absent
"At discharge, the patient's [ENTITY]bacteremia[/ENTITY] had resolved following a prolonged course of intravenous antibiotics and removal of the infected central venous catheter.",Present
Monitor closely for central neurological signs; a new onset of [ENTITY]vertigo[/ENTITY] would warrant urgent imaging.,Hypothetical
Discharge Diagnosis: - [entity] Severe Pulmonary Hypertension/Cor Pulmonale [entity]  -Biventricular diastolic congestive heart failure -Severe peripheral vascular disease -Chronic obstructive pulmonary disease,Present
"Considering the patient’s insomnia, it's important to note there is an absence of reported [ENTITY]fatigue[/ENTITY].",Absent
The critically ill patient was [ENTITY]intubated[/ENTITY] and placed on ventilator support for management of severe sepsis with multi-organ failure.,Present
"Brief Hospital Course: 55M with hx of Downs Syndrome,  [entity] MRSA pneumonia [entity]  c/b respiratory failure and tracheostomy, s/p tracheostomy reversal 10d prior to admission, transferred to [**Hospital1 18**] for hypoxic respiratory failure [**2-27**] RUL/RML aspiration PNA .",Present
"The patient's respiratory status deteriorated due to complications from [ENTITY]acute kidney injury[/ENTITY], necessitating increased FiO",Present
"The patient's mental status examination was unremarkable, without evidence of [ENTITY]aphasia[/ENTITY], confusion, or disorientation.",Absent
"[**Known lastname 108904**] is a 74 year old female with a past medical history of a recent NSTEMI ([**11/2191**]), extensive coronary artery disease, hyperatension, diabetes mellitis type II, end stage renal disease on hemodialysis, who presented to the emergency department with several hours of  [entity] epigastric pain [entity]  and chest pressure.",Present
"Despite a history of asthma, the patient demonstrated no [ENTITY]cough[/ENTITY] or wheezing post-procedure; albuterol neb not required.",Absent
"GU: no foley Ext: warm, well perfused, 2+ pulses, no clubbing,  [entity] cyanosis [entity]  or edema Neuro: sedated and inutbated",Absent
"Consults: Neuro surgery    Billing Diagnosis: ( [entity] Respiratory distress [entity] : Insufficiency / Post-op)    ICU Care    Nutrition:    Glycemic Control:  Regular insulin sliding scale    Lines:    Arterial Line - [**2176-8-29**] 07:16 PM    18 Gauge - [**2176-8-29**] 07:17 PM    Prophylaxis:    DVT: Boots, SQ UF Heparin    Stress ulcer:    VAP bundle: HOB elevation, Mouth care, Daily wake up, RSBI    Comments:    Communication: Patient discussed on interdisciplinary rounds  Comments:    Code status: Full code    Disposition: ICU    Total time spent: 30 minutes",Present
"Admitted for COPD exacerbation treated with bronchodilators and steroids, improving clinically; we found [ENTITY]no indication of a dermal growth[/ENTITY] upon examination.",Absent
"During the hospital stay, the patient did not exhibit [ENTITY]AFib[/ENTITY] on cardiac monitoring, and their primary issue was managed as acute bronchitis.",Absent
Perhaps related to her mild-moderate  [entity] COPD [entity]  on CT (although re-assuring spirometry in records) or possibly recurrent embolic phenomena.,Present
"This may be consistent with the patient's history of  [entity] anoxia [entity] ; however, toxic/metabolic disturbances, infection, and medication effects are also among the most frequent causes of encephalopathy.",Present
"The operative report indicates that the patient was not experiencing [ENTITY]hypertensive[/ENTITY] complications, with intraoperative blood pressure remaining stable.",Absent
"Angiography confirmed [ENTITY]active bleeding[/ENTITY] from an intercostal artery, which was successfully treated with coil embolization under fluoroscopic guidance.",Present
"Physical Exam: HEENT: Pupils equal, round and reactive to light, Extraocular muscles intact Oropharynx within normal limits Chest: Clear to auscultation Cardiovascular: Regular Rate and Rhythm Abdominal: Soft, Nontender GU/Flank: No costovertebral angle tenderness Extr/Back: No cyanosis, clubbing or  [entity] edema [entity]  Neuro: Speech fluent",Absent
[**2103-5-20**] CXR: Heart size is within normal limits and there is no evidence for  [entity] CHF [entity] .,Absent
Pt initially presented to [**Hospital1 **] [**Location (un) **] and was  [entity] febrile [entity]  to 101.,Present
follow-up ([**2111-1-5**]) recommended 9)	 [entity] Liver Failure [entity]  ?,Present
"Despite the patient's history of GERD and reported epigastric discomfort, there is no evidence of [ENTITY]thoracic pain[/ENTITY] to suggest esophageal spasm or cardiac etiology.",Absent
"Given the prolonged bypass time, there is a predisposition toward early [ENTITY]cardiac failure[/ENTITY] in the coming days.",Hypothetical
"The patient was managed without evidence of [ENTITY]septic shock[/ENTITY] throughout the postoperative period, with stable vital signs and improving lab values.",Absent
"As part of the follow-up plan, lifestyle modifications will be recommended to help control [ENTITY]hypertension[/ENTITY] alongside pharmacological interventions.",Present
"Although patient has a history of migraines, there is no indication of [ENTITY]convulsion[/ENTITY] or seizure-related symptoms at this time.",Absent
"The patient will continue oral hydration, and we will closely monitor urine output, reassuringly, there is no evidence of [ENTITY]hemorrhage[/ENTITY] on serial exams.",Absent
There are multiple  [entity] osteochondromas [entity] .,Present
"The concern for progressing to [ENTITY]sepsis[/ENTITY] remains, especially if abdominal symptoms worsen over the next",Hypothetical
"With a diagnosis of [ENTITY]hemorrhagic stroke[/ENTITY] and subsequent neurological deterioration, the patient requires synchronized intermittent mandatory ventilation (SIMV) mode.
Note Type: ICU/Transfer Note
Section: Respiratory Status/Ventilator Settings
Target Entity: hemorrhagic stroke
---",Present
The operative report indicates that the patient was not experiencing [ENTITY]diabetes mellitus[/ENTITY] or any related complications at the time of the procedure.,Absent
"The cardiovascular status section of the transfer note indicated that the patient was not in [ENTITY]sepsis[/ENTITY], with stable blood pressure and normal capillary refill.",Absent
"We will monitor electrolytes closely, as significant hyponatremia could precipitate [ENTITY]pump failure[/ENTITY] in this acutely ill patient.",Hypothetical
Lungs are clear except for a tiny calcified  [entity] granuloma [entity]  in the periphery of the right lower lobe.,Present
"[entity] Cervical injury  [entity]  irregular C1 ring on    right, Hemodynamics stable, O2 sat's 100%.",Present
"No abd pain, nausea, vomiting,  [entity] diarrhea [entity] , constipation.",Absent
On [**8-11**] infant developed  [entity] bloody stools [entity]  with an abdominal film consistent with NEC.,Present
There is mild symmetric left v [entity] entricular hypertrophy  [entity] with normal cavity size.,Present
The radiology report states (-) [ENTITY]end-stage renal disease[/ENTITY] on the basis of normal renal function tests and absence of characteristic morphological changes.,Absent
"[**Known lastname 85533**] is a 57 year old woman with hard to control HTN and  [entity] hypothyroidism [entity] , who is transferred from OSH to [**Hospital1 18**] after being found to have atrial fibrillation for TEE/DCCV.",Present
"On saturday, he was    feeling lightheaded and developped severe  [entity] right thigh pain [entity] .",Present
We will educate the patient on warning signs of [ENTITY]belly pain[/ENTITY] that might indicate gastrointestinal ischemia.,Hypothetical
"History of Present Illness: 62F with hx of severe of pulm HTN, CAD s/p DES to Lcx/LAD in [**10/2177**], prior CVA s/p b/l CEA's, PVD, and  [entity] COPD [entity]  who was admitted to OSH [**12-23**] for atypical chest pain and SOB.",Present
The patient shows clinical signs of [ENTITY]pulmonary embolism[/ENTITY] with pleuritic chest pain and hemoptysis.,Present
"Given elevated troponins, patient remains at risk for recurrent [ENTITY]angina[/ENTITY] if discharge instructions are not followed closely.",Hypothetical
There was no evidence of  [entity] adrenal insufficiency [entity]  and the patient was asymptomatic.,Absent
"6 BP: 137/73 P: 83 R: 20 O2: 975 on RA    General: alert, oriented, large ecchymosis over left orbit, eye swollen    shut    HEENT: sclera anicteric, dry MM, oropharynx with dried blood    Neck: supple, JVP not elevated, precervical lymphadenopathy    Lungs: Clear to auscultation bilaterally, no wheezes,  [entity] rales [entity] , ronchi    CV: RRR, normal S1/S2, no m/r/g    Abdomen: soft, NT, ND, NABS, no rebound tenderness or guarding, no    appreciable hepatosplenomegaly    Inguinal: no inguinal lymphadenopathy    Ext: Warm, well perfused, 2+ pulses    Neuro: CN 2-12 intact (except unable to assess left eye due to swelling    & eccyhmoses).",Absent
